Title,Time_Created,Category,Teaser
[Exclusive] Nation goes into high gear for GE14,2018-04-01 07:57:00,Exclusive," The wait is nearly over. The momentum for the 14th General Election (GE14) enters its final lap this month, with the polling day likely to take place in the first few days of May."
[Exclusive] D9 unit formed to bring down secret societies,2018-03-31 09:57:00,Exclusive," Before the Special Task Force on Organised Crime and the Special Tactical Intelligence Narcotics Group came to be, all efforts to fight organised crime fell on the shoulders of the Criminal Investigation Department’s Serious Crime unit."
[Exclusive] War against organised crime began in 2016: Police,2018-03-31 09:51:00,Exclusive,POLICE have long declared an all-out war against organised crime groups in the country and have been conducting operations to track members down.
[Exclusive] Every vote counts - EC Chief,2018-03-29 09:18:00,Exclusive," The Election Commission’s redelineation report, tabled by Prime Minister Datuk Seri Najib Razak, was passed yesterday. The New Straits Times Press met EC chairman Tan Sri Mohd Hashim Abdullah, who touched on the perception of the commission, its court battle and the impact of fake news"
[Exclusive] Chairman defends EC's integrity,2018-03-28 09:21:00,Exclusive, Election Commission (EC) chairman Tan Sri Mohd Hashim Abdullah yesterday said the commission should not be turned into a target for lies and slander.
RM300 fine means they will be at it again,2018-03-26 08:01:00,Exclusive,"A few metres away, several pairs of eyes were watching the learner driver, and more intently, the woman instructor next to her."
RTD reviewing outdated laws to improve enforcement,2018-03-26 08:01:00,Exclusive, The Road Transport Department (RTD) is reviewing old and irrelevant laws under its jurisdiction for better enforcement.
It's time to teach 'instructors' a lesson,2018-03-26 08:00:00,Exclusive," Some driving schools are skimping on operational costs by hiring any Tom, Dick and Harry to teach learner drivers."
Stranded drug mule comes home,2018-03-25 08:29:00,Exclusive," “I want to hug my mother. I miss her so much.” After being stranded in a foreign country for 12 years, this is what Nor Suzanna Azmi wants to do when she arrives at the Kuala Lumpur International Airport tomorrow."
[Exclusive] 'Fake news law to boost existing acts',2018-03-22 08:24:00,Exclusive," Existing laws involving fake news will not be repealed, but instead be read together with the newly proposed act when it is tabled in Parliament. The new law will strengthen existing acts, the Malaysian Communications and Multimedia Commission (MCMC) said."
[Exclusive] BN to name candidates on April 2,2018-03-22 07:59:00,Exclusive," Prime Minister Datuk Seri Najib Razak is expected to announce Barisan Nasional’s full list of 14th General Election (GE14) candidates on April 2, five days before he launches BN’s election mani-festo."
'Not enough women in corporate boards',2018-03-19 08:00:00,Exclusive,The Wanita Barisan Nasional chief was baffled why the effort to include more women in the boardroom was slow despite the pool of talented women leaders in the private sector.
Worrying: Cancer patients trust bomoh more,2018-03-15 08:31:00,Exclusive," MORE than half of cancer patients in Kelantan trust alternative treatments, such as homeopathy, taking herbal drinks and seeking help from bomoh."
'Govt mulls rebates for consumers',2018-03-15 08:11:00,Exclusive,THE government may introduce a rebate system to compensate consumers for water shortages caused by negligence.
BN to unveil manifesto on April 7,2018-03-14 08:00:00,Exclusive, BARISAN Nasional is expected to reveal its manifesto on a grand scale at Stadium Putra in Bukit Jalil on April 7.
Desperate dad hopes 2 sons get Malaysian citizenship,2018-03-12 09:23:00,Exclusive, ‘I want to wear a school uniform and join my friends to learn at school.’
[Exclusive] Cross-border marriage amnesty programme to protect stateless kids',2018-03-12 09:14:00,Exclusive, The cross-border marriage amnesty programme proposed by the Kedah government should be seen as a move to protect the welfare of children born to couples who married outside the country and did not register their union.
[Exclusive] Police mull noise pollution law to tackle mat rempit menace,2018-03-12 08:37:00,Exclusive, Police are reviewing the way they handle mat rempit to improve ways to control the problem.
"Don't glorify illegal racers, says NGO",2018-03-12 08:36:00,Exclusive," Those involved in illegal street motor racing should not be glorified with titles, including mat rempit."
Sundays are great for mat rempit,2018-03-12 08:35:00,Exclusive, The tourists were looking uneasy as they took their last shots of the iconic Sultan Abdul Samad Building here.
Dissolution at the end of March?,2018-03-11 08:06:00,Exclusive," The tabling of the motion on the redelineation of electoral borders, initially scheduled for March 29, has been brought forward, indicating the possibility that Parliament will be dissolved either at the end of the month, or early next month to pave the way for the 14th General Election (GE14)."
[Exclusive] MH370: A wave of optimism sweeps team,2018-03-08 09:25:00,Exclusive, The team scouring the depths of the southern Indian Ocean for Malaysia Airlines Flight MH370 that disappeared exactly four years ago is optimistic that the deep will finally give up its secrets.
[Exclusive] Plan of action when MH370 is found,2018-03-08 08:41:00,Exclusive," AS the international search team braves the treacherous winter and stormy weather in the southern Indian Ocean, Malaysian officials back home are putting their heads together to prepare a recovery plan for when Malaysia Airlines Flight MH370 is found."
[Exclusive] Faith in new plan to fight drug abuse [NSTTV],2018-03-05 07:59:00,Exclusive," A large number of drug addicts are undergoing a special programme that not only promises to reduce the prospect of relapse, but also to give them a better chance of reassimilating into society."
Fight drug abuse: Parents pray children turn over a new leaf,2018-03-05 07:58:00,Exclusive, A mother thought her world was crashing when she received a call informing her that her son had been arrested for drug abuse.
'Free water in Selangor possible because of Federal Government',2018-03-04 08:28:00,Exclusive," The Selangor government has claimed that under its administration, people have been enjoying free water."
Selangor taps keep running dry,2018-03-04 08:19:00,Exclusive,DRY taps. Water tankers making their way to housing estates. A long queue of people holding pails and water containers waiting for the precious commodity.
Smugglers looking for legitimate work,2018-03-01 08:26:00,Exclusive, The armed forces’ stringent move to curtail smuggling along the Kelantan-Thailand is so effective that smugglers are starting to look for legitimate work.
Smuggling down by 50pc,2018-03-01 08:19:00,Exclusive, The armed forces’ move to tighten security along the 128km-long Kelantan-Thailand border has seen a 50 per cent drop in smuggling activities.
No maids for you if you have a record,2018-03-01 07:56:00,Exclusive," Malaysians red-flagged for having criminal records, being a bankrupt or failing to show proof that they are able to be good paymasters will not be allowed to take in foreign maids."
EXCLUSIVE: Bosses warned to follow laws on foreign workers,2018-02-27 08:25:00,Exclusive, BOSSES who make their foreign workers pay the employment levy imposed by the government will be held liable under the law.
Invasion of the business snatchers [NSTTV],2018-02-26 08:16:00,Exclusive, The problem is real. Immigrants are taking over many small- and medium-scale businesses in strategic locations and Malaysians are allowing it to happen right under their noses.
65 drowned in first two months of 2018,2018-02-25 08:19:00,Exclusive,"FRD deputy director-general (operations) Datuk Soiman Jahid said the hike in drowning cases was alarming, adding that most of them took place at beaches, rivers, waterfalls, lakes/mines or sewers."
[Exclusive] Q&A: Khalid Ibrahim tackles controversial Ijok land deal,2018-02-19 09:01:00,Exclusive,"Former Selangor Menteri Besar Tan Sri Khalid Ibrahim created a stir recently when he criticised the Selangor government’s controversial decision to withdraw its court case concerning plots of land in Ijok against two developers. In an exclusive interview, he lays bare his views on the matter to NSTP reporters."
No smoking campaigns having impact on the young,2018-02-18 10:13:00,Exclusive,BOLD “Tak Nak” or “Say No” to cigarette posters dot government offices and hospitals. It’s hard not to notice them.
EPF building fire: Did the Grenfell tragedy nearly happen here?,2018-02-14 15:10:00,Exclusive," Did Malaysia very nearly have its own Grenfell Tower tragedy? Just how many buildings are there in the country which use polyethylene, or polyfoam, as cladding?"
EXCLUSIVE: Children exploited by drug addict parents,2018-02-14 09:06:00,Exclusive, A MOTHER was found to have used her two-month-old baby for money to satisfy her drug addiction.
[Exclusive] Terrorists get fake IDs for RM350,2018-02-12 09:04:00,Exclusive," HIGH-RISK elements, including suspected foreign terrorists, have leveraged the availability of forged Malaysian identification documents to stay under the radar."
[Exclusive] It's a challenge to detect fake cards,2018-02-12 08:54:00,Exclusive, Syndicates forging Malaysian identification documents have upped the game in their illicit trade.
Dyslexia: Are we reading the problem right?,2018-02-11 13:01:00,Exclusive," IT takes a trained eye to identify a child with dyslexia and, more often than not, many are passed off as lazy or unintelligent."
"Dyslexia: 'Growing up, I was labelled lazy and stupid'",2018-02-11 12:53:00,Exclusive,HE was often punished for his poor grades at the Chinese primary school he attended in Penang.
Dyslexia did not stop pilot from achieving dreams,2018-02-11 12:45:00,Exclusive," Who would have thought that the man who dared to travel solo around the world in a single-engine Cessna 210 Silver Eagle aircraft at the age of 21, was once a victim of bullying."
[Exclusive] High prices ramp up pork smuggling along Kelantan-Thai border,2018-02-09 10:20:00,Exclusive," Lucrative pork prices, as high as RM100 per kg in Thailand, are one of the main reasons pork is being actively smuggled across the Kelantan border."
[Exclusive] '3P' to bring order to old flats [NSTtv],2018-02-09 09:02:00,Exclusive, A legally-established body that will serve to address common issues at low- and medium-cost apartments is underway.
Spotlight: Beat the scammers,2018-02-04 09:10:00,Exclusive,THE rise of Quick Response (QR) code scams is putting e-payment security in the spotlight.
"EXCLUSIVE: 'Director lived a lavish lifestyle, owned factory'",2018-02-03 09:59:00,Exclusive," HE had reportedly amassed millions of ringgit, had a lavish lifestyle and could even afford to own a factory processing drinking water."
Workplace woes: Workplace discrimination is common in Malaysia,2018-01-28 09:05:00,Exclusive,MALAYSIA stands where it is today from the hard work of its multicultural society who come together as one.
[Exclusive] Help is just a phone call away,2018-01-22 12:56:00,Exclusive,"WHEN K-Pop star Kim Jong-hyun committed suicide last month, help group Befrienders Kuala Lumpur received 800 emails, mostly from young people."
Labour shortage in Cameron Highlands,2018-01-21 10:13:00,Exclusive,"ACUTE labour shortage is threatening Cameron Highlands’ agricultural sector, which can lead to severe financial losses for farmers and rising vegetable prices."
Abu Zahar: Taking officers out will disrupt battle against graft,2018-01-18 09:03:00,Exclusive," The removal of Malaysian Anti-Corruption Commission (MACC) officers from government agencies, including those classified as high and medium risk, has not gone down well with those encouraged by the country’s progress in the war against graft."
Integrity officer shocker: MACC men pulled from govt agencies,2018-01-18 08:53:00,Exclusive,FORTY-SEVEN Certified Integrity Officers (CeIOs) with the Malaysian Anti-Corruption Commission (MACC) tasked with smoking out corruption and abuse of power in the civil service have been yanked out from ministries and agencies they were overseeing.
EXCLUSIVE: Many facing thumbprint woes,2018-01-15 07:28:00,Exclusive, The thumbprint verification system for a host of public facilities is posing problems to an increasing number of Malaysians.
Penang undersea tunnel project: Probe to focus on RM305m fee,2018-01-11 08:07:00,Exclusive, THE Malaysian Anti-Corruption Commission’s investigation into the proposed Penang undersea tunnel project will focus on the RM305 million paid to the project’s consultant using two plots of land near Tanjung Tokong.
Survival of the endangered,2018-01-07 08:26:00,Exclusive,"More needs to be done to ensure the survival of some of the world’s most endangered wildlife species. At least one, the Sumatran rhino, is virtually gone in the wild, except for two, a male and female in captivity. A few conservationists told the ‘New Sunday Times’ about their frustrations, challenges and hopes."
IS fighters may build dirty bombs with radioactive materials,2018-01-02 07:06:00,Exclusive," Fears are growing that Islamic State (IS) group fighters, including their sympathisers here, may attempt to build dirty bombs using radioactive products."
Radiation risk in home construction materials,2018-01-02 06:56:00,Exclusive,NUCLEAR and radiation experts are cautioning the public over potential hazards posed by naturally-occurring radioactive elements in construction materials.
Getting the right formula in war against drugs,2017-12-31 11:38:00,Exclusive,"THE number of drug users, addicts and drug-related offenders continues to rise in Malaysia over the years, raising concerns about how to move forward and whether the country is taking the right approach."
[Exclusive] Industrial pollution ravaging Sg Chalok's once vibrant ecosystem,2017-12-30 15:05:00,Exclusive," Sungai Chalok in Penarik used to be a national hotspot for shrimp (udang galah) anglers, as it allowed them to snag as many as five kilogrammes of the crustaceans within less than half a day."
[Exclusive] No-go for lapbelts from January,2017-12-30 10:37:00,Exclusive," The Transport Ministry will, from January, compel all manufacturers of passenger vehicles to fit their models with the three-point seatbelt."
Lapbelts have caused fatal injuries,2017-12-30 10:31:00,Exclusive, The lapbelt installed in the middle rear seat in many cars have been associated with fatal injuries.
Makeover plan for squalid flats,2017-12-29 11:43:00,Exclusive, Malaysians forced to get by living in squalid apartments with little space and no parking lots can look forward to better living conditions.
[Exclusive] 'Don't pass on foreign worker levy to employees',2017-12-29 10:37:00,Exclusive, Employers who pass on the foreign worker levy to their employees can be charged under the Employment Act.
Finding peace for Bangsamoro,2017-12-28 10:07:00,Exclusive,"The Moro Islamic Liberation Front, however, cautions that efforts to rein in existing and emerging extremist groups would be difficult, tenuous at best, without the passage of the Bangsamoro Basic Law (BBL)."
Hoping for peace in Mindanao,2017-12-28 09:54:00,Exclusive, The intense determination to ensure that all milestones in attaining the elusive hope for lasting peace in Mindano is not derailed was evident.
Policies to promote a healthier nation,2017-12-25 09:30:00,Exclusive, ANEW set of policies to build a healthier Malaysia is currently being put in place.
Human trafficking: Syndicates carry on blithely,2017-12-25 09:00:00,Exclusive, Human trafficking syndicates have remained unfazed in the face of heavy punishment as they can reap huge profits from the illegal trade.
Wang Kelian mass graves: Bukit Aman responds to NST,2017-12-24 07:27:00,Exclusive,"The New Straits Times’ expose on the Wang Kelian tragedy has ignited demands for answers. Five days after our first report came out, federal police have responded to the 17 burning questions raised by our Probes team. The Bukit Aman answers are verbatim."
DNA link may bring closure to families,2017-12-23 09:40:00,Exclusive,The New Straits Times Special Probes Team has established that there is a DNA-matching system that can provide at least some form of closure.
'MACC ready to help Police',2017-12-22 10:49:00,Exclusive," The Malaysian Anti-Corruption Commission (MACC) is prepared to assist police in establishing if there were elements of corruption or abuse of power, in the investigations into the 2015 Wang Kelian trafficking tragedy. "
Time of celebration for state,2017-12-21 10:06:00,Exclusive, The highlight for Kelantan in 2017 was the installation of Sultan Muhammad V as the Yang di-Pertuan Agong.
Wang Kelian cover-up: 'The file is still open',2017-12-21 07:03:00,Exclusive," Police will investigate any and all new leads in the 2015 Wang Kelian human trafficking tragedy, following the expose by the New Straits Times Special Probes Team yesterday."
Rohingya leaders demand justice following Wang Kelian exposé,2017-12-21 07:00:00,Exclusive, Many of the Rohingya migrants who died in the Wang Kelian tragedy could have been saved if police had taken immediate action upon discovering the death camps in early January 2015.
[EXCLUSIVE] The secrets of Wang Kelian exposed,2017-12-20 07:07:00,Exclusive," An exhaustive, two-year investigation by the New Straits Times Special Probes Team into the mass killings in Wang Kelian in 2015 that shook the world, has revealed startling new evidence, which suggests a massive, coordinated cover-up."
Wang Kelian exposed: Zahid wants case revisited,2017-12-20 07:05:00,Exclusive," Deputy Prime Minister Datuk Seri Dr Ahmad Zahid Hamidi has ordered investigations into the 2015 Wang Kelian tragedy to be revisited to determine if Malaysian enforcement officers were in cahoots with human trafficking syndicates, or had tried to cover up the case."
Wang Kelian: Sources keen to unload secrets,2017-12-20 07:03:00,Exclusive, “Do you want to know what really happened in Wang Kelian?”
Wang Kelian secrets: What we want answers to,2017-12-20 07:00:00,Exclusive," HERE are some hard questions that need to be answered, which would hopefully clear any nagging suspicions that there was a cover-up in the case of Wang Kelian."
Is online dating for you?,2017-12-17 12:23:00,Exclusive,"“WHEN I open my eyes in the morning, I think of how nice it’d be to see you. When I go to sleep at night, I want to hold your hand. When there’s a significant moment in my life, I want to celebrate it with you. Do you ever think about me too? It’s me, the woman who wants to fall in love with you... and I hope you will love me too.”"
"Get maid's details, employers told",2017-12-17 10:05:00,Exclusive, EMPLOYERS need to identify potential foreign maids before applying for them online.
Perak seeks federal help over illegal sand mining,2017-12-17 09:45:00,Exclusive, THE Perak government is seeking federal help to probe into claims of illegal mining and export of sand from the state.
[EXCLUSIVE] Lojing highlands vegetable farms told to stop work,2017-12-11 07:12:00,Exclusive, THE authorities have issued temporary stop-work orders to vegetable farms covering 100ha of land in the Lojing highlands over fears their activities may trigger a landslide that could bury hundreds of Orang Asli living downhill.
[EXCLUSIVE] New entry 'test' for residential schools,2017-12-10 09:22:00,Exclusive," AS the education system evolves into a less exam-oriented one, fully residential schools (SBP) will do the same by introducing a new entrance exam that will see students selected based on individual aptitude, aside from academic strength."
[EXCLUSIVE] Digital economy: Teraju taking bumi firms to next level,2017-12-04 10:59:00,Exclusive," TERAJU, the government’s Bumiputera Agenda Steering Unit, is redoubling efforts to prepare Bumiputera companies for the next phase of Malaysia’s economic development."
"[EXCLUSIVE] Cheap, dangerous thrills: 'New psychoactives look like meds'",2017-12-04 10:02:00,Exclusive, POLICE have urged the public to be to be vigilant about New Psychoactive Substances (NPS) as they could look like medicine.
Selangor illegal sand mining probe: 'Mediator paid hefty kickback',2017-12-02 09:32:00,Exclusive,"HE was living a life of luxury, driving flashy cars and buying expensive items, including a big house, despite being unemployed. He even flaunted his wealth on social media."
[EXCLUSIVE] Integrated transport system for Forest City,2017-11-29 10:53:00,Exclusive," FOREST City in Johor will have an integrated public transportation system that can provide seamless travel for residents and visitors, while protecting the environment."
[EXCLUSIVE] Cops zeroing in on Nuemera employee,2017-11-29 10:24:00,Exclusive, THE holder of the mysterious email account at the centre of investigations into the massive leak of data involving more than 46 million mobile phone numbers is an employee of a company managing the Public Cellular Blocking Service (PCBS).
[EXCLUSIVE] 'Forest City has created lots of jobs',2017-11-28 13:22:00,Exclusive," THE development of the iconic Forest City in Johor’s southernmost tip, which involves land reclamation in shallow waters to create a world-class international city, is reminiscent of Dubai’s rapid rise in recent decades."
[Exclusive] Fair deal for employees,2017-11-26 12:37:00,Exclusive,"Experts drawing up the changes are also including paternity leave, of which the act makes no mention. And, best of all, they are planning to increase the annual and sick leave entitlements."
[Exclusive] Overworked souls risk going mental and dying early,2017-11-26 12:35:00,Exclusive, Those who constantly work more than eight hours a day are at risk of developing mental health issues.
Clean energy: Reinventing Japanese power,2017-11-26 10:25:00,Exclusive,"Efforts under the Fukushima New Energy Society Initiative, intended to reconstruct and revitalise the area from the 2011 disaster through advances in the field of energy, are starting to bear fruit in consolidating Fukushima as a pioneer in the field of renewable and hydrogen energy."
Johor ruler supports ICJ revision application,2017-11-24 09:36:00,Exclusive," SULTAN of Johor Sultan Ibrahim Sultan Iskandar is fully supportive of Malaysia’s move to apply for revision of the International Court of Justice’s decision concerning the sovereignty of Pulau Batu Puteh, Middle Rocks and South Ledge."
"Johor does not sell land in Forest City, only the strata, critics told",2017-11-24 09:36:00,Exclusive, Sultan of Johor Sultan Ibrahim Sultan Iskandar has chided those who criticised the Forest City project and claimed that it was about pawning Johor’s land.
'I felt hurt by Dr M's remarks',2017-11-24 09:00:00,Exclusive, Sultan of Johor Sultan Ibrahim Sultan Iskandar admitted that he felt slighted by Tun Dr Mahathir Mohamad’s remarks which equated the Bugis community with pirates.
"[EXCLUSIVE] Illegal sand export: 55,000 tonnes of sand smuggled to India?",2017-11-21 11:50:00,Exclusive, Growing global demand for sand is seeing sand smuggling flourishing and syndicates have found ways around the system placed to prevent the valuable natural resource from being sold on the black market.
[EXCLUSIVE] Proposed EPA: 'Greater powers for enforcers',2017-11-19 08:27:00,Exclusive,LAW enforcers serving to protect the environment will be given unprecedented powers to arrest the emerging and perennial environmental problems that have been plaguing the country.
Tax dodgers may be put in credit blacklist,2017-11-18 09:05:00,Exclusive,THE Inland Revenue Board (IRB) is planning to include habitual tax evaders in the Central Credit Reference Information System (CCRIS).  
Land clearing worries residents,2017-11-14 07:46:00,Exclusive,"The luscious green hills at Bukit Sekilau here are now littered with bald patches, raising questions if these might adversely affect the environment and surrounding population."
"'Reward those involved in restoration, helping old businesses to survive'",2017-11-12 15:41:00,Exclusive, Local culture and heritage lovers welcome the proposal to demarcate a tertiary zone after the Unesco buffer zone in the heart of the historical city here.
Keeping a 'clear view' of heritage sites,2017-11-12 15:33:00,Exclusive,"IF all goes well, regulations may be put in place to prevent “visual and skyline pollution” in the historical cities of Melaka and Penang."
Tasik kenyir 'elixir',2017-11-12 15:18:00,Exclusive," FOR a man who is still mourning the loss of his wife, who died of bone cancer in 2005, living in solitude in a raft house in Tasik Kenyir is his way of trying to ease the pain."
'Ikan patin' at risk of becoming endangered,2017-11-12 15:11:00,Exclusive,Popular freshwater ikan patin is at a risk of being categorised as an endangered species if the water quality of Sungai Temerloh continues to deteriorate.
Future uncertain for Pahang fish breeders,2017-11-12 14:48:00,Exclusive, THE country’s ikan patin capital here is facing an uncertain future following the dwindling population of the fish due to a drop in water level in Sungai Pahang and unpredictable weather.
'Don't fall for these scams and anything promising returns of 10pc or more',2017-11-12 09:45:00,Exclusive, Police have reminded the public not to fall for phone scams or “Macau scams” that are carried out by syndicates.
Investment 'cheats' in comeback?,2017-11-12 09:44:00,Exclusive,"They have been red-flagged by the central bank and investigated by police. But some companies running illegal investment schemes continue to flourish, thanks to the irresistible lure of making a quick buck."
The cost of children's education,2017-11-05 18:49:00,Exclusive, HOW much are you willing to sacrifice to give your child the best head start?
Cost of education: The money-planner's view,2017-11-05 18:43:00,Exclusive," LINNET LEE, chief executive officer of the Financial Planning Association of Malaysia, shares her thoughts."
It could be lights out for fireflies,2017-11-05 17:14:00,Exclusive, A colony of fireflies attracting tourists to this district with its “light show” in Kampung Ku-antan here is heading for extinction.
Disappearing fireflies: 'Dancing lights' amaze tourists,2017-11-05 16:56:00,Exclusive,A 30-MINUTE boat ride to watch fireflies has left a lifetime impression on American student Clarissa Joan Eisenberg.
Disappearing fireflies: Boatmen want 'golden treasure' to last forever,2017-11-05 16:55:00,Exclusive,"THE rapid decrease in the number of fireflies in Kampung Kuantan, Kuala Selangor, can be noticed visually by those familiar with the area."
[EXCLUSIVE] 'Datuk Seri' linked to many cases,2017-11-02 10:08:00,Exclusive, Investigators probing a high-profile assault case have discovered that the suspect involved had a chequered past.
"Source maids now, register them later",2017-10-31 08:08:00,Exclusive,MALAYSIANS can start sourcing foreign domestic helpers (FDH) directly from the nine source countries so that they can register them with the Immigration Department come January.
"[EXCLUSIVE] Malaysians, here's how to hire a maid yourself",2017-10-30 07:00:00,Exclusive," Thousands of Malaysian hopefuls, who wish to secure help at home, have begun sourcing for foreign maids themselves, although most have yet to make any inroads."
Illegal loggers threaten authorities; set fire to logs in T'ganu skirmish,2017-10-28 14:03:00,Exclusive, A suspected illegal logger and his men set fire to a pile of logs extracted from forest reserves in an attempt to dispose of evidence at a sawmill in the Gong Medang industrial area near Tembila on Friday.
[EXCLUSIVE] Rohingya crisis: Cox's Bazar a 'dreadful' sight,2017-10-24 11:48:00,Exclusive, HORRENDOUS and pathetic.
[EXCLUSIVE] Cypark readies for high growth,2017-10-16 08:43:00,Exclusive, CYPARK Resources Bhd is revving into high gear of growth thanks to the fast-growing multi-billion ringgit renewable energy industry in Malaysia and Southeast Asia.
[EXCLUSIVE] Petronas exiting Majnoon oilfield?,2017-10-13 12:17:00,Exclusive," PETROLIAM Nasional Bhd (Petronas) will be pulling the plug on its participation in giant Majnoon’s oilfield in Iraq, following Royal Dutch Shell’s exit announcement from the venture last month."
[EXCLUSIVE] Sabah village digs deep for water,2017-10-13 11:32:00,Exclusive," For 30 years, villagers of Kampung Sungai Intan in Segarong here have been digging wells for water."
[EXCLUSIVE] HSR stop in Forest City a possibility,2017-10-13 11:20:00,Exclusive, There could be a change in the alignment of the High-Speed Rail (HSR) project linking Kuala Lumpur and Singapore due to a request from the private sector to divert the line to Forest City in Johor.
Para coach jailed for sodomising boys,2017-10-11 15:47:00,Exclusive," Disabled athletes with disabilities face hardships in their lives, but to make matters worse, a volunteer wheelchair tennis coach attached with the national team was recently jailed for sodomising underage ballboys."
"Companies raided, RM150 million frozen over corruption probe",2017-10-05 07:00:00,Exclusive,"GRAFT-BUSTERS have frozen a whopping RM150 million, believed to have been swindled by several senior civil servants allegedly working hand -in-glove with companies to steal from government funds meant for the underprivileged."
"[EXCLUSIVE] Ministry staff, 10 firms linked to theft of RM100m",2017-10-04 07:00:00,Exclusive,"THEY were supposed to execute projects and programmes that would benefit millions of people, including the hardcore poor, but instead, they worked with a number of companies, at least 10 so far, to line their own pockets."
'Mind your language',2017-10-01 09:02:00,Exclusive,"FROM a young age, we are taught to respect our elders, as well as greet relatives and friends of our parents as soon as we see them, then remain silent for the rest of the visit."
Death trap neighbourhood: Fire department will remove obstructions,2017-10-01 08:41:00,Exclusive," The Fire and Rescue Department can, and will, remove illegal structures and “blockades” that stall and prevent firefighting efforts."
Death trap neighbourhoods: Fire engines face obstacles near homes,2017-10-01 08:36:00,Exclusive,MANY neighbourhoods are exposed to serious fire safety risks simply because there is no way help could reach them fast enough in an emergency.
New rules for habitual offenders?,2017-09-27 09:59:00,Exclusive, NEW prerequisites may be imposed on Malay-sians who habitually lose their passports.
Exclusive: Faulty power source no. 1 cause of fires,2017-09-21 10:00:00,Exclusive,"FAULTY electrical sources are the No. 1 cause of fires in the country, with more than 5,300 cases recorded in the past three years."
Exclusive: Fire extinguishers in all houses?,2017-09-21 09:50:00,Exclusive,EVERY home in the country may be required to be equipped with a fire extinguisher in the near future.
"""Help us keep your children safe from fire tragedies""",2017-09-15 11:31:00,Exclusive, The federal Fire and Rescue Department (FRD) wants all parents who send their children to tahfiz to contact the department to check on the safety status of their schools.
"Malaysia, UNAIDS to launch web platform to collect data",2017-09-11 13:59:00,Exclusive," Malaysia, in cooperation with the Joint United Nations Programme on HIV/AIDS (UNAIDS), will launch a web platform to gather data for evidence-informed programming on the HIV epidemic in the country."
[EXCLUSIVE] Massive drop in nation's HIV rates,2017-09-11 13:31:00,Exclusive,"MALAYSIA has been praised for its efforts to end the spread of HIV/AIDS, efforts that have borne positive results."
[EXCLUSIVE] Need for uniform conservation laws for turtles,2017-09-10 10:14:00,Exclusive,"THERE is a need to have uniform laws, as states enforce their regulations, including those on illegal trade, and the ban on turtle egg consumption."
Formal proposal needed to include historic figure Sybil in books,2017-09-05 19:58:00,Exclusive, The Education Ministry needs a formal proposal to 'seriously' consider adding Sybil Kathigasu to their history books.
Electrical fire: 'Make investigation reports available to other agencies',2017-08-28 13:57:00,Exclusive, The Fire and Rescue Department should make available investigation reports to other agencies — government or private — so that owners of premises destroyed in blazes can take action if negligence or any criminal act is determined to have taken place.
"(EXCLUSIVE) Fine, jail for illegal extensions",2017-08-28 09:24:00,Exclusive,"OWNERS of premises destroyed in electrical fires will soon not only have to deal with the losses incurred, but could also face jail time if it is found that the blazes were caused by short-circuits from the use of illegal electricity sources."
Malaysian militants back from the dead,2017-08-24 10:16:00,Exclusive,TWO wanted Malaysians fighting alongside the Islamic State in southern Philippines have appeared in the terror group’s latest propaganda video that calls on Muslims in the region to join them. 
Threat of cyberattacks looms large in Asia,2017-08-20 14:23:00,Exclusive," Over the last few years, large scale of Automated Teller Machine (ATM) heists have taken place in Malaysia, Taiwan and Thailand."
"Don't lower guard against growing cybersecurity threat, firms urged",2017-08-20 14:19:00,Exclusive,THE growing cybersecurity threat in Malaysia has called for a more proactive approach by all stakeholders in dealing with such a menace.
Ex-Bank Negara assistant governor to testify tomorrow how US$10b 'went down the drain',2017-08-20 07:42:00,Exclusive,THE much-awaited testimony of former Bank Negara Malaysia (BNM) assistant governor Datuk Abdul Murad Khalid on the central bank’s US$10 billion foreign exchange (forex) scandal will take place tomorrow.
MACC smells a rat in another FIC hotel deal,2017-08-18 10:12:00,Exclusive, Investigators probing into suspect property purchases by Felda Investment Corporation Sdn Bhd (FIC) in recent years may have uncovered more dirt in the company’s dealings.
Muscling to ill-health: Shortcut that could cut lives short,2017-08-13 07:00:00,Exclusive,THE Malaysian Body Builder Junkies Club is warning about the dangers of abusing uncertified muscle growth drugs.
Muscling to ill-health: Youngsters with 'body image issues' at risk,2017-08-13 07:00:00,Exclusive,"Muscle-building drugs are being pushed to gym-goers, many of them students and young professionals. While anabolic steroids may produce quick results, the health risks could be deadly."
[EXCLUSIVE] Sultan of Johor on RTS design: 'Go back to the drawing board',2017-08-08 08:00:00,Exclusive," The Sultan of Johor has serious reservations on the proposed design of the Rapid Transit System (RTS) rail track, including an elevated bridge, linking Woodlands in Singapore and Bukit Chagar, Johor Baru."
Roadside peddlers causing danger,2017-08-07 08:17:00,Exclusive,THEY peddle anything from cold drinks to snacks and cigarettes. Some even take illegal bets. They attract punters by offering higher payouts than those given by legal betting outlets.
(EXCLUSIVE) Felda settlers 'duped' into buying 'used lorries',2017-08-05 09:13:00,Exclusive,"  TEN years ago, when Mohd Zaidi Hasan decided to venture into the business of transporting oil palm fruits in Felda Bukit Mendi near here, the 60-year-old bought two three-tonne lorries in a deal that seemed like a steal."
Ministry to come down hard on online sellers,2017-08-03 06:18:00,Exclusive,CONSUMERS sourcing goods and services from the World Wide Web will be better protected as the law will now force sellers to display everything that buyers would want to know before making any transactions.
